PDB_ID,Method,Resolution
5I17,X-RAY DIFFRACTION,3.3
5I18,X-RAY DIFFRACTION,1.92
5I19,X-RAY DIFFRACTION,2.8
5I1A,X-RAY DIFFRACTION,2.0
5I1C,X-RAY DIFFRACTION,2.25
5I1D,X-RAY DIFFRACTION,2.0
5I1E,X-RAY DIFFRACTION,2.7
5I1G,X-RAY DIFFRACTION,2.3
5I1H,X-RAY DIFFRACTION,2.222
5I1I,X-RAY DIFFRACTION,2.5
5I1J,X-RAY DIFFRACTION,2.5
5I1K,X-RAY DIFFRACTION,1.65
5I1L,X-RAY DIFFRACTION,1.95
5I25,X-RAY DIFFRACTION,2.85
5I2C,X-RAY DIFFRACTION,1.8
5I2E,X-RAY DIFFRACTION,1.6
5I2F,X-RAY DIFFRACTION,1.25
5I2I,X-RAY DIFFRACTION,2.55
5I2R,X-RAY DIFFRACTION,2.5
5I2Z,X-RAY DIFFRACTION,2.29
5I3M,X-RAY DIFFRACTION,2.17
5I3O,X-RAY DIFFRACTION,2.4
5I3R,X-RAY DIFFRACTION,2.4
5I43,X-RAY DIFFRACTION,1.95
5I46,X-RAY DIFFRACTION,2.06
5I4E,X-RAY DIFFRACTION,2.25
5I4H,X-RAY DIFFRACTION,1.419
5I4O,X-RAY DIFFRACTION,1.95
5I4V,X-RAY DIFFRACTION,2.609
5I4Z,X-RAY DIFFRACTION,1.95
5I50,X-RAY DIFFRACTION,2.7
5I5K,X-RAY DIFFRACTION,4.2
5I5S,X-RAY DIFFRACTION,2.06
5I5T,X-RAY DIFFRACTION,2.308
5I5U,X-RAY DIFFRACTION,2.404
5I5V,X-RAY DIFFRACTION,1.94
5I5W,X-RAY DIFFRACTION,2.4
5I5X,X-RAY DIFFRACTION,1.65
5I5Y,X-RAY DIFFRACTION,1.81
5I5Z,X-RAY DIFFRACTION,2.6
5I60,X-RAY DIFFRACTION,2.12
5I6V,X-RAY DIFFRACTION,1.87
5I6X,X-RAY DIFFRACTION,3.14
5I6Z,X-RAY DIFFRACTION,4.53
5I71,X-RAY DIFFRACTION,3.15
5I73,X-RAY DIFFRACTION,3.24
5I74,X-RAY DIFFRACTION,3.395
5I75,X-RAY DIFFRACTION,3.49
5I76,X-RAY DIFFRACTION,1.92
5I7K,X-RAY DIFFRACTION,2.552
5I7L,X-RAY DIFFRACTION,2.598
5I7M,X-RAY DIFFRACTION,1.93
5I7U,X-RAY DIFFRACTION,N/A
5I81,X-RAY DIFFRACTION,2.25
5I85,X-RAY DIFFRACTION,2.5
5I86,X-RAY DIFFRACTION,1.05
5I8B,X-RAY DIFFRACTION,1.52
5I8C,X-RAY DIFFRACTION,1.54
5I8E,X-RAY DIFFRACTION,2.65
5I8G,X-RAY DIFFRACTION,1.41
5I8H,X-RAY DIFFRACTION,4.3
5I8K,X-RAY DIFFRACTION,1.77
5I8N,SOLUTION NMR,N/A
5I8O,X-RAY DIFFRACTION,1.8
5I8P,X-RAY DIFFRACTION,2.37
5I8R,X-RAY DIFFRACTION,3.646
5I94,X-RAY DIFFRACTION,2.98
5I96,X-RAY DIFFRACTION,1.55
5I9I,X-RAY DIFFRACTION,2.7
5I9Q,X-RAY DIFFRACTION,2.99
5I9T,X-RAY DIFFRACTION,1.949
5IA0,X-RAY DIFFRACTION,1.948
5IA7,X-RAY DIFFRACTION,2.0
5IA8,X-RAY DIFFRACTION,2.0
5IAA,X-RAY DIFFRACTION,1.85
5IAB,X-RAY DIFFRACTION,1.787
5IAE,X-RAY DIFFRACTION,1.545
5IAW,X-RAY DIFFRACTION,2.58
5IB1,X-RAY DIFFRACTION,1.91
5IB2,X-RAY DIFFRACTION,1.44
5IB3,X-RAY DIFFRACTION,1.91
5IB4,X-RAY DIFFRACTION,1.95
5IB5,X-RAY DIFFRACTION,2.49
5IBK,X-RAY DIFFRACTION,2.5
5IBL,X-RAY DIFFRACTION,3.39
5IBM,X-RAY DIFFRACTION,2.16
5IBR,X-RAY DIFFRACTION,1.738
5IBS,X-RAY DIFFRACTION,2.316
5IBT,X-RAY DIFFRACTION,2.4
5IBU,X-RAY DIFFRACTION,1.71
5IC3,X-RAY DIFFRACTION,1.7
5IC4,X-RAY DIFFRACTION,2.65
5IC6,X-RAY DIFFRACTION,2.7
5ICK,X-RAY DIFFRACTION,2.47
5ICN,X-RAY DIFFRACTION,3.3
5ICP,X-RAY DIFFRACTION,2.18
5ICS,X-RAY DIFFRACTION,1.52
5ICV,X-RAY DIFFRACTION,1.53
5ICW,X-RAY DIFFRACTION,1.951
5ICX,X-RAY DIFFRACTION,2.6
5ICY,X-RAY DIFFRACTION,2.5
5ICZ,X-RAY DIFFRACTION,2.55
5ID0,X-RAY DIFFRACTION,2.48
5ID1,X-RAY DIFFRACTION,2.49
5ID7,X-RAY DIFFRACTION,2.26
5IDN,X-RAY DIFFRACTION,2.26
5IDP,X-RAY DIFFRACTION,2.65
5IDZ,X-RAY DIFFRACTION,2.63
5IEH,X-RAY DIFFRACTION,N/A
5IEK,X-RAY DIFFRACTION,N/A
5IES,X-RAY DIFFRACTION,2.1542
5IEZ,X-RAY DIFFRACTION,2.6
5IF0,X-RAY DIFFRACTION,2.408
5IF1,X-RAY DIFFRACTION,2.61
5IF4,X-RAY DIFFRACTION,2.392
5IFA,X-RAY DIFFRACTION,1.82
5IFE,X-RAY DIFFRACTION,3.1
5IFH,X-RAY DIFFRACTION,2.29
5IFJ,X-RAY DIFFRACTION,2.35
5IFM,X-RAY DIFFRACTION,2.6
5IFN,X-RAY DIFFRACTION,3.17
5IFO,X-RAY DIFFRACTION,3.2
5IFR,X-RAY DIFFRACTION,2.2
5IFS,X-RAY DIFFRACTION,2.46
5IFW,X-RAY DIFFRACTION,3.4
5IG3,X-RAY DIFFRACTION,2.75
5IG7,X-RAY DIFFRACTION,1.97
5IGM,X-RAY DIFFRACTION,1.6
5IGN,X-RAY DIFFRACTION,1.7
5IGQ,X-RAY DIFFRACTION,3.9
5IGX,X-RAY DIFFRACTION,3.39
5IHB,X-RAY DIFFRACTION,2.24
5IHH,X-RAY DIFFRACTION,1.35
5IHL,X-RAY DIFFRACTION,3.3
5IHZ,X-RAY DIFFRACTION,1.64
5II0,X-RAY DIFFRACTION,2.097
5II1,X-RAY DIFFRACTION,2.015
5II2,X-RAY DIFFRACTION,2.1
5IID,X-RAY DIFFRACTION,2.4
5IIE,X-RAY DIFFRACTION,2.8
5III,X-RAY DIFFRACTION,1.8
5IIJ,X-RAY DIFFRACTION,1.724
5IIK,X-RAY DIFFRACTION,1.98
5IIL,X-RAY DIFFRACTION,1.96
5IIM,X-RAY DIFFRACTION,1.94
5IIN,X-RAY DIFFRACTION,2.15
5IIO,X-RAY DIFFRACTION,2.08
5IJ0,ELECTRON MICROSCOPY,N/A
5IJ7,X-RAY DIFFRACTION,2.62
5IJ8,X-RAY DIFFRACTION,2.98
5IJ9,ELECTRON MICROSCOPY,N/A
5IJF,X-RAY DIFFRACTION,2.65
5IJH,X-RAY DIFFRACTION,2.43
5IJK,X-RAY DIFFRACTION,2.5
5IJN,ELECTRON MICROSCOPY,N/A
5IJO,ELECTRON MICROSCOPY,N/A
5IJR,X-RAY DIFFRACTION,1.52
5IJT,X-RAY DIFFRACTION,2.148
5IK3,X-RAY DIFFRACTION,1.65
5IKC,X-RAY DIFFRACTION,2.06
5IKQ,X-RAY DIFFRACTION,2.41
5IKR,X-RAY DIFFRACTION,2.35
5IKT,X-RAY DIFFRACTION,2.45
5IKV,X-RAY DIFFRACTION,2.5
5IL0,X-RAY DIFFRACTION,1.88
5IL1,X-RAY DIFFRACTION,1.71
5IL2,X-RAY DIFFRACTION,1.606
5IM0,X-RAY DIFFRACTION,1.7
5IM7,X-RAY DIFFRACTION,2.5
5IME,X-RAY DIFFRACTION,2.21
5IMK,X-RAY DIFFRACTION,1.227
5IML,X-RAY DIFFRACTION,1.8
5IMT,X-RAY DIFFRACTION,2.7
5IMY,X-RAY DIFFRACTION,2.4
5IN3,X-RAY DIFFRACTION,1.7
5IN4,X-RAY DIFFRACTION,1.6
5IN5,X-RAY DIFFRACTION,1.9
5INB,X-RAY DIFFRACTION,1.3
5INC,X-RAY DIFFRACTION,2.88
5IND,X-RAY DIFFRACTION,2.11
5IO1,X-RAY DIFFRACTION,3.34
5IO9,X-RAY DIFFRACTION,1.3
5IOH,X-RAY DIFFRACTION,2.566
5IOI,X-RAY DIFFRACTION,2.4
5IOP,X-RAY DIFFRACTION,2.499
5IP4,X-RAY DIFFRACTION,1.81
5IPB,X-RAY DIFFRACTION,1.55
5IPC,X-RAY DIFFRACTION,1.3
5IPD,X-RAY DIFFRACTION,1.75
5IPE,X-RAY DIFFRACTION,1.45
5IPZ,X-RAY DIFFRACTION,2.1
5IQ7,X-RAY DIFFRACTION,3.27
5IQ9,X-RAY DIFFRACTION,2.4
5IQP,X-RAY DIFFRACTION,2.602
5IQQ,X-RAY DIFFRACTION,2.5
5IR1,X-RAY DIFFRACTION,2.48
5IRC,X-RAY DIFFRACTION,1.72
5IRO,X-RAY DIFFRACTION,2.64
5IRQ,X-RAY DIFFRACTION,2.202
5IRV,X-RAY DIFFRACTION,3.098
5IRY,X-RAY DIFFRACTION,3.095
5ISL,X-RAY DIFFRACTION,1.69
5ISM,X-RAY DIFFRACTION,2.0
5ISO,X-RAY DIFFRACTION,2.63
5ISZ,X-RAY DIFFRACTION,2.06
5IT2,X-RAY DIFFRACTION,1.7
5IT3,X-RAY DIFFRACTION,1.4
5ITA,X-RAY DIFFRACTION,1.949
5ITB,X-RAY DIFFRACTION,2.0
5ITD,X-RAY DIFFRACTION,2.82
5ITF,X-RAY DIFFRACTION,2.51
5ITR,X-RAY DIFFRACTION,2.46
5ITT,X-RAY DIFFRACTION,2.53
5ITU,X-RAY DIFFRACTION,2.41
5ITX,X-RAY DIFFRACTION,2.65
5ITY,X-RAY DIFFRACTION,2.48
5ITZ,X-RAY DIFFRACTION,2.2
5IU2,X-RAY DIFFRACTION,2.7
5IUD,X-RAY DIFFRACTION,3.3
5IUE,X-RAY DIFFRACTION,2.62
5IUS,X-RAY DIFFRACTION,2.889
5IV2,X-RAY DIFFRACTION,2.48
5IV3,X-RAY DIFFRACTION,1.86
5IV4,X-RAY DIFFRACTION,1.79
5IVB,X-RAY DIFFRACTION,1.389
5IVC,X-RAY DIFFRACTION,1.57
5IVE,X-RAY DIFFRACTION,1.783
5IVF,X-RAY DIFFRACTION,1.683
5IVJ,X-RAY DIFFRACTION,1.569
5IVV,X-RAY DIFFRACTION,1.848
5IVW,ELECTRON MICROSCOPY,N/A
5IVX,X-RAY DIFFRACTION,2.1
5IVY,X-RAY DIFFRACTION,1.45
5IVZ,X-RAY DIFFRACTION,2.48
5IW0,X-RAY DIFFRACTION,1.63
5IW3,X-RAY DIFFRACTION,2.05
5IW6,X-RAY DIFFRACTION,2.34
5IWF,X-RAY DIFFRACTION,2.289
5IWG,X-RAY DIFFRACTION,1.66
5IWL,X-RAY DIFFRACTION,2.8
5IXB,X-RAY DIFFRACTION,1.39
5IXC,X-RAY DIFFRACTION,2.65
5IXD,X-RAY DIFFRACTION,2.85
5IXI,X-RAY DIFFRACTION,2.57
5IXK,X-RAY DIFFRACTION,2.35
5IXS,X-RAY DIFFRACTION,2.05
5IXY,X-RAY DIFFRACTION,3.0
5IY4,X-RAY DIFFRACTION,2.945
5IY6,ELECTRON MICROSCOPY,N/A
5IY7,ELECTRON MICROSCOPY,N/A
5IY8,ELECTRON MICROSCOPY,N/A
5IY9,ELECTRON MICROSCOPY,N/A
5IYA,ELECTRON MICROSCOPY,N/A
5IYB,ELECTRON MICROSCOPY,N/A
5IYC,ELECTRON MICROSCOPY,N/A
5IYD,ELECTRON MICROSCOPY,N/A
5IZ0,X-RAY DIFFRACTION,2.635
5IZ5,X-RAY DIFFRACTION,2.2
5IZ6,X-RAY DIFFRACTION,2.15
5IZ8,X-RAY DIFFRACTION,3.06
5IZ9,X-RAY DIFFRACTION,2.91
5IZA,X-RAY DIFFRACTION,1.5
5IZJ,X-RAY DIFFRACTION,1.85
5IZL,X-RAY DIFFRACTION,2.72
5IZM,X-RAY DIFFRACTION,3.38
5IZQ,X-RAY DIFFRACTION,3.6
5IZR,X-RAY DIFFRACTION,3.25
5J03,X-RAY DIFFRACTION,2.0
5J06,X-RAY DIFFRACTION,2.66
5J07,X-RAY DIFFRACTION,2.0
5J0A,X-RAY DIFFRACTION,2.74
5J0B,X-RAY DIFFRACTION,2.48
5J0G,X-RAY DIFFRACTION,2.5
5J0O,X-RAY DIFFRACTION,2.0
5J0P,X-RAY DIFFRACTION,2.2
5J0Q,X-RAY DIFFRACTION,2.0
5J0R,X-RAY DIFFRACTION,2.0
5J0S,X-RAY DIFFRACTION,2.0
5J0T,X-RAY DIFFRACTION,2.0
5J0U,X-RAY DIFFRACTION,2.1
5J0W,X-RAY DIFFRACTION,2.4
5J0X,X-RAY DIFFRACTION,2.0
5J0Y,X-RAY DIFFRACTION,2.0
5J11,X-RAY DIFFRACTION,2.56
5J12,X-RAY DIFFRACTION,3.55
5J13,X-RAY DIFFRACTION,2.298
5J1A,X-RAY DIFFRACTION,1.86
5J1F,X-RAY DIFFRACTION,3.0
5J1S,X-RAY DIFFRACTION,1.399
5J1T,X-RAY DIFFRACTION,1.402
5J1V,X-RAY DIFFRACTION,2.52
5J1W,X-RAY DIFFRACTION,2.42
5J1X,X-RAY DIFFRACTION,1.9
5J20,X-RAY DIFFRACTION,1.76
5J26,X-RAY DIFFRACTION,2.5
5J27,X-RAY DIFFRACTION,1.7
5J28,X-RAY DIFFRACTION,2.0
5J29,X-RAY DIFFRACTION,2.2
5J2A,X-RAY DIFFRACTION,2.5
5J2B,X-RAY DIFFRACTION,2.5
5J2C,X-RAY DIFFRACTION,2.1
5J2D,X-RAY DIFFRACTION,2.1
5J2E,X-RAY DIFFRACTION,2.1
5J2F,X-RAY DIFFRACTION,2.1
5J2G,X-RAY DIFFRACTION,2.1
5J2H,X-RAY DIFFRACTION,2.3
5J2I,X-RAY DIFFRACTION,2.4
5J2J,X-RAY DIFFRACTION,2.2
5J2K,X-RAY DIFFRACTION,2.1
5J2V,X-RAY DIFFRACTION,1.59
5J2X,X-RAY DIFFRACTION,1.22
5J31,X-RAY DIFFRACTION,2.4
5J3D,X-RAY DIFFRACTION,4.077
5J3E,X-RAY DIFFRACTION,2.6
5J3H,X-RAY DIFFRACTION,3.27
5J3J,X-RAY DIFFRACTION,2.75
5J3P,X-RAY DIFFRACTION,3.1
5J3X,X-RAY DIFFRACTION,2.82
5J41,X-RAY DIFFRACTION,1.18
5J48,X-RAY DIFFRACTION,1.49
5J4O,X-RAY DIFFRACTION,1.54
5J5C,X-RAY DIFFRACTION,3.4
5J5J,X-RAY DIFFRACTION,3.29
5J5Z,X-RAY DIFFRACTION,1.84
5J64,X-RAY DIFFRACTION,1.38
5J67,X-RAY DIFFRACTION,3.16
5J68,X-RAY DIFFRACTION,5.22
5J69,X-RAY DIFFRACTION,3.63
5J6A,X-RAY DIFFRACTION,2.045
5J6D,X-RAY DIFFRACTION,1.9
5J6L,X-RAY DIFFRACTION,1.75
5J6M,X-RAY DIFFRACTION,1.64
5J6N,X-RAY DIFFRACTION,1.89
5J6S,X-RAY DIFFRACTION,2.8
5J71,X-RAY DIFFRACTION,1.65
5J74,X-RAY DIFFRACTION,2.7
5J75,X-RAY DIFFRACTION,2.0
5J79,X-RAY DIFFRACTION,2.69
5J7B,X-RAY DIFFRACTION,2.53
5J7C,X-RAY DIFFRACTION,2.535
5J7E,X-RAY DIFFRACTION,1.9
5J7F,X-RAY DIFFRACTION,2.004
5J7G,X-RAY DIFFRACTION,1.85
5J7J,SOLUTION NMR,N/A
5J7P,X-RAY DIFFRACTION,1.85
5J7Q,X-RAY DIFFRACTION,1.95
5J80,X-RAY DIFFRACTION,1.17
5J82,X-RAY DIFFRACTION,2.17
5J86,X-RAY DIFFRACTION,1.87
5J87,X-RAY DIFFRACTION,1.59
5J89,X-RAY DIFFRACTION,2.2
5J8C,X-RAY DIFFRACTION,2.17
5J8E,X-RAY DIFFRACTION,1.7
5J8F,X-RAY DIFFRACTION,2.6
5J8I,X-RAY DIFFRACTION,2.43
5J8M,X-RAY DIFFRACTION,1.9
5J8O,X-RAY DIFFRACTION,2.3
5J8R,X-RAY DIFFRACTION,2.0
5J8U,X-RAY DIFFRACTION,1.74
5J95,X-RAY DIFFRACTION,2.5
5J97,X-RAY DIFFRACTION,2.55
5J9X,X-RAY DIFFRACTION,1.8
5JA4,X-RAY DIFFRACTION,2.4
5JB8,X-RAY DIFFRACTION,1.45
5JB9,X-RAY DIFFRACTION,1.3
5JBA,X-RAY DIFFRACTION,1.4
5JBB,X-RAY DIFFRACTION,1.56
5JBC,X-RAY DIFFRACTION,1.9
5JBT,X-RAY DIFFRACTION,1.398
5JBY,X-RAY DIFFRACTION,1.987
5JCG,X-RAY DIFFRACTION,2.8
5JCO,ELECTRON MICROSCOPY,N/A
5JCP,X-RAY DIFFRACTION,2.1
5JCT,X-RAY DIFFRACTION,1.73
5JCU,X-RAY DIFFRACTION,1.93
5JCW,X-RAY DIFFRACTION,1.945
5JCZ,X-RAY DIFFRACTION,2.056
5JD0,X-RAY DIFFRACTION,2.3
5JDD,X-RAY DIFFRACTION,1.53
5JDE,X-RAY DIFFRACTION,1.9
5JDJ,X-RAY DIFFRACTION,1.738
5JDO,X-RAY DIFFRACTION,3.2
5JDR,X-RAY DIFFRACTION,2.7
5JDS,X-RAY DIFFRACTION,1.7
5JDU,X-RAY DIFFRACTION,1.7
5JEJ,X-RAY DIFFRACTION,2.0
5JEK,X-RAY DIFFRACTION,2.4
5JEM,X-RAY DIFFRACTION,2.5
5JER,X-RAY DIFFRACTION,2.9
5JFD,X-RAY DIFFRACTION,1.46
5JG6,X-RAY DIFFRACTION,2.0
5JG8,X-RAY DIFFRACTION,2.8
5JGI,X-RAY DIFFRACTION,1.38
5JGQ,X-RAY DIFFRACTION,1.6
5JH5,X-RAY DIFFRACTION,2.55
5JHA,X-RAY DIFFRACTION,2.51
5JHB,X-RAY DIFFRACTION,2.48
5JHD,X-RAY DIFFRACTION,2.46
5JHG,X-RAY DIFFRACTION,2.5
5JHH,X-RAY DIFFRACTION,2.3
5JHK,X-RAY DIFFRACTION,1.63
5JHN,X-RAY DIFFRACTION,1.67
5JHO,X-RAY DIFFRACTION,2.8
5JHQ,X-RAY DIFFRACTION,3.2
5JHW,X-RAY DIFFRACTION,2.2
5JI0,X-RAY DIFFRACTION,1.98
5JID,X-RAY DIFFRACTION,1.2
5JIH,X-RAY DIFFRACTION,1.663
5JII,X-RAY DIFFRACTION,1.79
5JIK,X-RAY DIFFRACTION,1.82
5JIM,X-RAY DIFFRACTION,1.26
5JIN,X-RAY DIFFRACTION,1.85
5JIQ,X-RAY DIFFRACTION,1.45
5JIY,X-RAY DIFFRACTION,1.48
5JJ0,X-RAY DIFFRACTION,1.72
5JJ4,X-RAY DIFFRACTION,2.8
5JJA,X-RAY DIFFRACTION,2.35
5JJD,X-RAY DIFFRACTION,2.4
5JJM,X-RAY DIFFRACTION,2.15
5JJY,X-RAY DIFFRACTION,2.05
5JK7,X-RAY DIFFRACTION,3.49
5JK9,X-RAY DIFFRACTION,2.1
5JKA,X-RAY DIFFRACTION,2.0
5JKB,X-RAY DIFFRACTION,3.23
5JKC,X-RAY DIFFRACTION,2.9
5JKD,X-RAY DIFFRACTION,2.9
5JKE,X-RAY DIFFRACTION,2.86
5JKK,X-RAY DIFFRACTION,1.6
5JKL,X-RAY DIFFRACTION,1.8
5JKM,X-RAY DIFFRACTION,1.8
5JLB,X-RAY DIFFRACTION,1.5
5JLE,X-RAY DIFFRACTION,2.4
5JLH,ELECTRON MICROSCOPY,N/A
5JLJ,X-RAY DIFFRACTION,2.5
5JLV,X-RAY DIFFRACTION,2.0
5JLZ,X-RAY DIFFRACTION,1.99
5JM4,X-RAY DIFFRACTION,2.34
5JMM,X-RAY DIFFRACTION,2.1
5JMO,X-RAY DIFFRACTION,1.998
5JMY,X-RAY DIFFRACTION,2.0
5JN5,X-RAY DIFFRACTION,1.75
5JN8,X-RAY DIFFRACTION,1.85
5JN9,X-RAY DIFFRACTION,2.1
5JNA,X-RAY DIFFRACTION,2.0
5JNC,X-RAY DIFFRACTION,2.0
5JNX,ELECTRON MICROSCOPY,N/A
5JNY,X-RAY DIFFRACTION,3.05
5JO4,X-RAY DIFFRACTION,2.53
5JO5,X-RAY DIFFRACTION,1.5
5JOF,X-RAY DIFFRACTION,3.2
5JP2,X-RAY DIFFRACTION,2.4
5JP3,X-RAY DIFFRACTION,2.9
5JPJ,X-RAY DIFFRACTION,2.0
5JPM,X-RAY DIFFRACTION,3.75
5JPN,X-RAY DIFFRACTION,3.6
5JPO,X-RAY DIFFRACTION,1.998
5JPV,X-RAY DIFFRACTION,1.9
5JPW,SOLUTION NMR,N/A
5JQ1,X-RAY DIFFRACTION,1.83
5JQ6,X-RAY DIFFRACTION,2.4
5JQA,X-RAY DIFFRACTION,1.72
5JQD,X-RAY DIFFRACTION,2.59
5JQH,X-RAY DIFFRACTION,3.2
5JQS,X-RAY DIFFRACTION,2.65
5JR1,X-RAY DIFFRACTION,1.6
5JR2,X-RAY DIFFRACTION,1.75
5JRB,X-RAY DIFFRACTION,2.4
5JRG,X-RAY DIFFRACTION,2.5
5JRP,X-RAY DIFFRACTION,2.0
5JRQ,X-RAY DIFFRACTION,2.287
5JRS,X-RAY DIFFRACTION,1.97
5JS1,X-RAY DIFFRACTION,2.499
5JS2,X-RAY DIFFRACTION,2.95
5JS9,X-RAY DIFFRACTION,6.9
5JSA,X-RAY DIFFRACTION,6.3
5JSB,X-RAY DIFFRACTION,2.74
5JSG,X-RAY DIFFRACTION,2.5
5JSJ,X-RAY DIFFRACTION,2.35
5JSM,X-RAY DIFFRACTION,2.19
5JSN,X-RAY DIFFRACTION,2.1
5JT2,X-RAY DIFFRACTION,2.7
5JTH,X-RAY DIFFRACTION,1.84
5JTI,X-RAY DIFFRACTION,2.9
5JTJ,X-RAY DIFFRACTION,3.321
5JTV,X-RAY DIFFRACTION,3.273
5JTW,X-RAY DIFFRACTION,3.5
5JU5,X-RAY DIFFRACTION,2.5
5JUM,X-RAY DIFFRACTION,2.6
5JUY,ELECTRON MICROSCOPY,N/A
5JV3,X-RAY DIFFRACTION,2.0
5JVM,X-RAY DIFFRACTION,1.5667
5JVP,X-RAY DIFFRACTION,2.1
5JVR,X-RAY DIFFRACTION,2.1
5JVT,X-RAY DIFFRACTION,3.1
5JVU,X-RAY DIFFRACTION,1.948
5JW3,X-RAY DIFFRACTION,3.75
5JW4,X-RAY DIFFRACTION,3.7
5JW5,X-RAY DIFFRACTION,1.9
5JW9,X-RAY DIFFRACTION,2.0
5JWM,X-RAY DIFFRACTION,1.71
5JXA,X-RAY DIFFRACTION,1.6
5JXE,X-RAY DIFFRACTION,2.9
5JXG,X-RAY DIFFRACTION,1.8
5JXH,X-RAY DIFFRACTION,2.0
5JXI,X-RAY DIFFRACTION,2.0
5JXJ,X-RAY DIFFRACTION,2.0
5JY3,X-RAY DIFFRACTION,2.2
5JYL,X-RAY DIFFRACTION,2.55
5JYM,X-RAY DIFFRACTION,2.45
5JYO,X-RAY DIFFRACTION,2.1
5JZ7,X-RAY DIFFRACTION,3.4
5JZ8,X-RAY DIFFRACTION,2.095
5JZC,ELECTRON MICROSCOPY,N/A
5JZI,X-RAY DIFFRACTION,2.07
5JZJ,X-RAY DIFFRACTION,1.71
5JZN,X-RAY DIFFRACTION,2.85
5JZY,X-RAY DIFFRACTION,1.27
5K02,X-RAY DIFFRACTION,2.0
5K0H,X-RAY DIFFRACTION,2.2
5K0K,X-RAY DIFFRACTION,2.545
5K0M,X-RAY DIFFRACTION,1.828
5K0X,X-RAY DIFFRACTION,2.23
5K0Y,ELECTRON MICROSCOPY,N/A
5K10,ELECTRON MICROSCOPY,N/A
5K11,ELECTRON MICROSCOPY,N/A
5K16,X-RAY DIFFRACTION,2.599
5K19,X-RAY DIFFRACTION,2.6
5K1A,X-RAY DIFFRACTION,2.3
5K1B,X-RAY DIFFRACTION,3.3
5K1C,X-RAY DIFFRACTION,3.0
5K1I,X-RAY DIFFRACTION,2.6
5K1J,X-RAY DIFFRACTION,1.69
5K1N,X-RAY DIFFRACTION,1.81
5K1V,X-RAY DIFFRACTION,2.897
5K20,X-RAY DIFFRACTION,2.2
5K22,X-RAY DIFFRACTION,3.0
5K23,X-RAY DIFFRACTION,2.96
5K25,X-RAY DIFFRACTION,3.05
5K26,X-RAY DIFFRACTION,1.2
5K28,X-RAY DIFFRACTION,1.5
5K31,X-RAY DIFFRACTION,2.2
5K32,X-RAY DIFFRACTION,1.99
5K33,X-RAY DIFFRACTION,3.3
5K35,X-RAY DIFFRACTION,2.85
5K3L,X-RAY DIFFRACTION,2.75
5K3M,X-RAY DIFFRACTION,2.9
5K3N,X-RAY DIFFRACTION,2.66
5K47,ELECTRON MICROSCOPY,N/A
5K4F,X-RAY DIFFRACTION,1.36
5K4L,X-RAY DIFFRACTION,3.179
5K54,X-RAY DIFFRACTION,1.717
5K55,X-RAY DIFFRACTION,1.977
5K56,X-RAY DIFFRACTION,2.198
5K59,X-RAY DIFFRACTION,2.84
5K5E,X-RAY DIFFRACTION,2.8
5K5G,SOLUTION NMR,N/A
5K5I,X-RAY DIFFRACTION,2.19
5K5J,X-RAY DIFFRACTION,2.287
5K5L,X-RAY DIFFRACTION,3.125
5K5N,X-RAY DIFFRACTION,2.15
5K5S,X-RAY DIFFRACTION,2.6
5K5T,X-RAY DIFFRACTION,3.1
5K64,X-RAY DIFFRACTION,2.44
5K65,X-RAY DIFFRACTION,2.5
5K6E,X-RAY DIFFRACTION,2.8
5K72,X-RAY DIFFRACTION,2.22
5K75,X-RAY DIFFRACTION,2.03
5K76,X-RAY DIFFRACTION,2.74
5K7B,X-RAY DIFFRACTION,2.19
5K7G,X-RAY DIFFRACTION,2.23
5K7I,X-RAY DIFFRACTION,2.31
5K7M,X-RAY DIFFRACTION,1.65
5K7U,X-RAY DIFFRACTION,1.7
5K7W,X-RAY DIFFRACTION,1.65
5K89,X-RAY DIFFRACTION,2.25
5K8D,X-RAY DIFFRACTION,4.2
5K8Q,X-RAY DIFFRACTION,1.739
5K8R,X-RAY DIFFRACTION,2.5
5K97,X-RAY DIFFRACTION,2.1
5K9J,X-RAY DIFFRACTION,1.9
5K9K,X-RAY DIFFRACTION,2.969
5K9L,X-RAY DIFFRACTION,2.52
5K9O,X-RAY DIFFRACTION,3.38
5K9Q,X-RAY DIFFRACTION,2.5
5K9R,X-RAY DIFFRACTION,2.7
5K9S,X-RAY DIFFRACTION,2.4
5KAD,X-RAY DIFFRACTION,1.9
5KAE,X-RAY DIFFRACTION,2.65
5KAN,X-RAY DIFFRACTION,2.78
5KAQ,X-RAY DIFFRACTION,3.5
5KBD,X-RAY DIFFRACTION,2.8
5KBN,X-RAY DIFFRACTION,2.48
5KBY,X-RAY DIFFRACTION,2.25
5KC6,X-RAY DIFFRACTION,2.8
5KC7,X-RAY DIFFRACTION,7.0
5KCA,X-RAY DIFFRACTION,3.1
5KCC,X-RAY DIFFRACTION,2.38
5KCD,X-RAY DIFFRACTION,1.82
5KCE,X-RAY DIFFRACTION,1.85
5KCF,X-RAY DIFFRACTION,2.07
5KCH,X-RAY DIFFRACTION,1.7
5KCO,X-RAY DIFFRACTION,1.47
5KCT,X-RAY DIFFRACTION,1.6
5KCU,X-RAY DIFFRACTION,2.03
5KCV,X-RAY DIFFRACTION,2.7
5KCW,X-RAY DIFFRACTION,1.9
5KD9,X-RAY DIFFRACTION,1.78
5KDI,X-RAY DIFFRACTION,1.45
