PDB_ID,Method,Resolution
5E0I,X-RAY DIFFRACTION,1.95
5E2X,X-RAY DIFFRACTION,2.1
5E2Y,X-RAY DIFFRACTION,2.6
5E2Z,X-RAY DIFFRACTION,2.6
5E30,X-RAY DIFFRACTION,2.7
5E32,X-RAY DIFFRACTION,2.7
5E34,X-RAY DIFFRACTION,2.7
5E35,X-RAY DIFFRACTION,2.7
5E4V,X-RAY DIFFRACTION,2.71
5E5J,X-RAY DIFFRACTION,1.85
5E5K,X-RAY DIFFRACTION,1.75
5E5W,X-RAY DIFFRACTION,2.4
5E62,X-RAY DIFFRACTION,2.2
5E64,X-RAY DIFFRACTION,2.4
5E65,X-RAY DIFFRACTION,2.199
5E66,X-RAY DIFFRACTION,3.1
5E6F,X-RAY DIFFRACTION,2.42
5E6I,X-RAY DIFFRACTION,4.0
5E6T,X-RAY DIFFRACTION,2.2
5E8C,X-RAY DIFFRACTION,2.9
5E9Q,X-RAY DIFFRACTION,1.787
5EA3,X-RAY DIFFRACTION,2.75
5EA6,X-RAY DIFFRACTION,2.75
5EA7,X-RAY DIFFRACTION,2.85
5EC8,X-RAY DIFFRACTION,1.714
5EE7,X-RAY DIFFRACTION,2.5
5EFT,X-RAY DIFFRACTION,2.18
5EG8,X-RAY DIFFRACTION,1.54
5EG9,X-RAY DIFFRACTION,2.3
5EHG,X-RAY DIFFRACTION,2.015
5EHI,X-RAY DIFFRACTION,1.302
5EIF,X-RAY DIFFRACTION,1.499
5EIW,X-RAY DIFFRACTION,1.611
5EJB,X-RAY DIFFRACTION,3.2
5EJK,X-RAY DIFFRACTION,3.61
5EKX,X-RAY DIFFRACTION,1.757
5EN2,X-RAY DIFFRACTION,1.821
5EOC,X-RAY DIFFRACTION,1.98
5EOQ,X-RAY DIFFRACTION,1.95
5EOR,X-RAY DIFFRACTION,2.27
5ERW,X-RAY DIFFRACTION,2.9
5ESV,X-RAY DIFFRACTION,3.1
5ESZ,X-RAY DIFFRACTION,4.19
5ETX,X-RAY DIFFRACTION,2.35
5EU7,X-RAY DIFFRACTION,2.64
5EUO,X-RAY DIFFRACTION,2.1
5EUT,X-RAY DIFFRACTION,2.802
5EVM,X-RAY DIFFRACTION,3.35
5F3T,X-RAY DIFFRACTION,2.05
5F3Z,X-RAY DIFFRACTION,2.0
5F41,X-RAY DIFFRACTION,2.0
5F4L,X-RAY DIFFRACTION,2.7
5F4M,X-RAY DIFFRACTION,2.24
5F4O,X-RAY DIFFRACTION,1.58
5F4P,X-RAY DIFFRACTION,2.5
5F4R,X-RAY DIFFRACTION,2.8
5F4U,X-RAY DIFFRACTION,3.1
5F5M,X-RAY DIFFRACTION,2.9
5F5O,X-RAY DIFFRACTION,2.2
5F6J,X-RAY DIFFRACTION,6.63
5F96,X-RAY DIFFRACTION,2.24
5F99,X-RAY DIFFRACTION,2.63
5F9O,X-RAY DIFFRACTION,1.8599
5F9W,X-RAY DIFFRACTION,2.89
5FA2,X-RAY DIFFRACTION,1.81
5FB4,X-RAY DIFFRACTION,2.039
5FB5,X-RAY DIFFRACTION,3.5
5FC8,X-RAY DIFFRACTION,2.1
5FCG,X-RAY DIFFRACTION,2.1
5FCU,X-RAY DIFFRACTION,1.85
5FDL,X-RAY DIFFRACTION,3.1
5FEC,X-RAY DIFFRACTION,3.17
5FGB,X-RAY DIFFRACTION,1.65
5FGC,X-RAY DIFFRACTION,1.9
5FHC,X-RAY DIFFRACTION,6.7
5FJB,ELECTRON MICROSCOPY,N/A
5FLX,ELECTRON MICROSCOPY,N/A
5FMO,X-RAY DIFFRACTION,2.3
5FMZ,X-RAY DIFFRACTION,3.4
5FOB,X-RAY DIFFRACTION,2.5
5FOJ,ELECTRON MICROSCOPY,N/A
5FPS,X-RAY DIFFRACTION,2.66
5FPT,X-RAY DIFFRACTION,2.72
5FPY,X-RAY DIFFRACTION,2.52
5FRM,X-RAY DIFFRACTION,2.58
5FRN,X-RAY DIFFRACTION,2.8
5FRO,X-RAY DIFFRACTION,2.67
5FSG,X-RAY DIFFRACTION,3.21
5FT0,X-RAY DIFFRACTION,2.2
5FT1,X-RAY DIFFRACTION,2.75
5FUA,ELECTRON MICROSCOPY,N/A
5FUU,ELECTRON MICROSCOPY,N/A
5FVA,X-RAY DIFFRACTION,3.7
5FVC,X-RAY DIFFRACTION,4.17
5FVD,X-RAY DIFFRACTION,1.86
5FW5,X-RAY DIFFRACTION,1.92
5FXU,X-RAY DIFFRACTION,2.28
5FYJ,X-RAY DIFFRACTION,3.1
5FYK,X-RAY DIFFRACTION,3.1
5FYL,X-RAY DIFFRACTION,3.1
5G47,X-RAY DIFFRACTION,2.45
5G52,X-RAY DIFFRACTION,3.8
5GAI,ELECTRON MICROSCOPY,N/A
5GHW,X-RAY DIFFRACTION,2.4
5GJ4,X-RAY DIFFRACTION,1.84
5GJS,X-RAY DIFFRACTION,2.9
5GJT,X-RAY DIFFRACTION,3.1
5GJX,X-RAY DIFFRACTION,2.05
5GJY,X-RAY DIFFRACTION,1.71
5GKA,ELECTRON MICROSCOPY,N/A
5GMQ,X-RAY DIFFRACTION,2.703
5GMZ,X-RAY DIFFRACTION,1.7
5GOZ,X-RAY DIFFRACTION,2.049
5GP1,X-RAY DIFFRACTION,2.44
5GPI,X-RAY DIFFRACTION,1.578
5GR7,X-RAY DIFFRACTION,2.4
5GS6,X-RAY DIFFRACTION,2.85
5GSB,X-RAY DIFFRACTION,1.8
5GSR,X-RAY DIFFRACTION,2.198
5GSV,X-RAY DIFFRACTION,1.996
5GSX,X-RAY DIFFRACTION,2.5
5GTC,X-RAY DIFFRACTION,2.69
5GWZ,X-RAY DIFFRACTION,2.44
5GXJ,X-RAY DIFFRACTION,2.6
5GZN,X-RAY DIFFRACTION,3.0
5GZO,X-RAY DIFFRACTION,2.76
5H23,X-RAY DIFFRACTION,2.2
5H37,ELECTRON MICROSCOPY,N/A
5H38,X-RAY DIFFRACTION,1.695
5H39,X-RAY DIFFRACTION,1.994
5H3A,X-RAY DIFFRACTION,2.365
5H4I,X-RAY DIFFRACTION,2.0
5H5N,X-RAY DIFFRACTION,2.0
5H5Z,X-RAY DIFFRACTION,1.74
5H6V,X-RAY DIFFRACTION,2.42
5H7G,X-RAY DIFFRACTION,1.85
5H94,X-RAY DIFFRACTION,1.48
5HBM,X-RAY DIFFRACTION,3.04
5HC1,X-RAY DIFFRACTION,3.1
5HGA,X-RAY DIFFRACTION,2.199
5HGB,X-RAY DIFFRACTION,2.4
5HGD,X-RAY DIFFRACTION,2.07
5HGH,X-RAY DIFFRACTION,2.392
5HGK,X-RAY DIFFRACTION,1.763
5HGL,X-RAY DIFFRACTION,3.1
5HGM,X-RAY DIFFRACTION,2.03
5HGN,X-RAY DIFFRACTION,1.9
5HGO,X-RAY DIFFRACTION,2.0
5HGP,X-RAY DIFFRACTION,1.95
5HHG,X-RAY DIFFRACTION,2.2
5HI8,X-RAY DIFFRACTION,1.8
5HIY,X-RAY DIFFRACTION,3.0
5HIZ,X-RAY DIFFRACTION,2.9
5HJ3,X-RAY DIFFRACTION,3.3
5HLF,X-RAY DIFFRACTION,2.95
5HM1,X-RAY DIFFRACTION,2.95
5HM2,X-RAY DIFFRACTION,3.2
5HMG,X-RAY DIFFRACTION,N/A
5HML,X-RAY DIFFRACTION,1.482
5HMM,X-RAY DIFFRACTION,1.5
5HMW,X-RAY DIFFRACTION,2.15
5HMX,X-RAY DIFFRACTION,2.4
5HMY,X-RAY DIFFRACTION,2.1
5HMZ,X-RAY DIFFRACTION,1.99
5HN0,X-RAY DIFFRACTION,2.05
5HNK,X-RAY DIFFRACTION,2.22
5HOT,X-RAY DIFFRACTION,4.34
5HP1,X-RAY DIFFRACTION,2.9
5HP4,X-RAY DIFFRACTION,1.861
5HRD,X-RAY DIFFRACTION,1.8
5HRO,X-RAY DIFFRACTION,2.75
5HU8,X-RAY DIFFRACTION,2.45
5HUF,X-RAY DIFFRACTION,2.81
5HUK,X-RAY DIFFRACTION,2.45
5HUM,X-RAY DIFFRACTION,1.6
5HUW,X-RAY DIFFRACTION,1.95
5HVP,X-RAY DIFFRACTION,N/A
5HX2,ELECTRON MICROSCOPY,N/A
5HY3,X-RAY DIFFRACTION,3.1
5HYB,X-RAY DIFFRACTION,1.93
5HYO,X-RAY DIFFRACTION,2.1
5HZA,X-RAY DIFFRACTION,1.35
5HZB,X-RAY DIFFRACTION,1.55
5I08,ELECTRON MICROSCOPY,N/A
5I0N,X-RAY DIFFRACTION,2.28
5I14,X-RAY DIFFRACTION,1.745
5I27,X-RAY DIFFRACTION,2.05
5I2M,X-RAY DIFFRACTION,2.4
5I3P,X-RAY DIFFRACTION,2.45
5I3Q,X-RAY DIFFRACTION,1.88
5I3U,X-RAY DIFFRACTION,3.0
5I42,X-RAY DIFFRACTION,3.3
5I4T,X-RAY DIFFRACTION,3.273
5I5N,X-RAY DIFFRACTION,1.418
5I5O,X-RAY DIFFRACTION,2.682
5I72,X-RAY DIFFRACTION,2.9
5I8C,X-RAY DIFFRACTION,1.54
5I8H,X-RAY DIFFRACTION,4.3
5I8J,X-RAY DIFFRACTION,1.75
5I8L,X-RAY DIFFRACTION,2.8
5I9Q,X-RAY DIFFRACTION,2.99
5IBL,X-RAY DIFFRACTION,3.39
5IDK,X-RAY DIFFRACTION,1.5
5IDL,X-RAY DIFFRACTION,2.84
5IGX,X-RAY DIFFRACTION,3.39
5IKN,X-RAY DIFFRACTION,4.8
5INE,X-RAY DIFFRACTION,3.5
5IP1,X-RAY DIFFRACTION,2.7
5IP2,X-RAY DIFFRACTION,3.3
5IP3,X-RAY DIFFRACTION,3.0
5IQ6,X-RAY DIFFRACTION,3.0
5IQ7,X-RAY DIFFRACTION,3.27
5IQ9,X-RAY DIFFRACTION,2.4
5IRE,ELECTRON MICROSCOPY,N/A
5IRO,X-RAY DIFFRACTION,2.64
5ISZ,X-RAY DIFFRACTION,2.06
5IT9,ELECTRON MICROSCOPY,N/A
5IVQ,X-RAY DIFFRACTION,1.57
5IVR,X-RAY DIFFRACTION,1.5
5IVS,X-RAY DIFFRACTION,1.46
5IVT,X-RAY DIFFRACTION,1.153
5IW9,X-RAY DIFFRACTION,2.47
5IY3,X-RAY DIFFRACTION,2.2
5IYN,X-RAY DIFFRACTION,1.55
5IYP,X-RAY DIFFRACTION,1.25
5IYQ,X-RAY DIFFRACTION,1.4
5IYR,X-RAY DIFFRACTION,1.53
5IYW,X-RAY DIFFRACTION,1.4
5IZ7,ELECTRON MICROSCOPY,N/A
5IZH,X-RAY DIFFRACTION,1.85
5J09,X-RAY DIFFRACTION,2.0
5J0N,ELECTRON MICROSCOPY,N/A
5J1E,X-RAY DIFFRACTION,2.9
5J2M,X-RAY DIFFRACTION,2.432
5J2N,X-RAY DIFFRACTION,2.88
5J2P,X-RAY DIFFRACTION,2.53
5J2Q,X-RAY DIFFRACTION,2.79
5J35,X-RAY DIFFRACTION,1.23
5J36,X-RAY DIFFRACTION,2.55
5J37,X-RAY DIFFRACTION,2.3
5J3D,X-RAY DIFFRACTION,4.077
5J3O,X-RAY DIFFRACTION,1.32
5J7O,X-RAY DIFFRACTION,2.37
5J7U,X-RAY DIFFRACTION,2.44
5J7V,ELECTRON MICROSCOPY,N/A
5J96,X-RAY DIFFRACTION,3.41
5J98,X-RAY DIFFRACTION,2.6
5JBL,X-RAY DIFFRACTION,1.94
5JEA,X-RAY DIFFRACTION,2.65
5JFP,X-RAY DIFFRACTION,1.49
5JFU,X-RAY DIFFRACTION,1.7
5JG1,X-RAY DIFFRACTION,1.16
5JHD,X-RAY DIFFRACTION,2.46
5JHL,X-RAY DIFFRACTION,3.0
5JHM,X-RAY DIFFRACTION,2.0
5JHV,X-RAY DIFFRACTION,2.749
5JIF,X-RAY DIFFRACTION,2.0
5JJ1,X-RAY DIFFRACTION,3.3
5JJ3,X-RAY DIFFRACTION,7.0
5JJR,X-RAY DIFFRACTION,1.99
5JJS,X-RAY DIFFRACTION,1.65
5JK7,X-RAY DIFFRACTION,3.49
5JL4,X-RAY DIFFRACTION,1.758
5JLT,X-RAY DIFFRACTION,2.955
5JNX,ELECTRON MICROSCOPY,N/A
5JPA,X-RAY DIFFRACTION,1.7
5JPS,X-RAY DIFFRACTION,1.78
5JQH,X-RAY DIFFRACTION,3.2
5JS9,X-RAY DIFFRACTION,6.9
5JSA,X-RAY DIFFRACTION,6.3
5JW3,X-RAY DIFFRACTION,3.75
5JW4,X-RAY DIFFRACTION,3.7
5JWD,X-RAY DIFFRACTION,2.5
5JWE,X-RAY DIFFRACTION,2.4
5JZE,X-RAY DIFFRACTION,2.47
5JZI,X-RAY DIFFRACTION,2.07
5K14,X-RAY DIFFRACTION,2.4
5K4F,X-RAY DIFFRACTION,1.36
5K5M,X-RAY DIFFRACTION,2.01
5K6B,X-RAY DIFFRACTION,2.98
5K6C,X-RAY DIFFRACTION,3.58
5K6F,X-RAY DIFFRACTION,2.55
5K6G,X-RAY DIFFRACTION,2.9
5K6H,X-RAY DIFFRACTION,2.648
5K6I,X-RAY DIFFRACTION,2.918
5K6K,X-RAY DIFFRACTION,1.89
5K9K,X-RAY DIFFRACTION,2.969
5K9O,X-RAY DIFFRACTION,3.38
5K9Q,X-RAY DIFFRACTION,2.5
5KAN,X-RAY DIFFRACTION,2.78
5KAO,X-RAY DIFFRACTION,1.68
5KAQ,X-RAY DIFFRACTION,3.5
5KD4,X-RAY DIFFRACTION,3.05
5KD7,X-RAY DIFFRACTION,2.35
5KDM,X-RAY DIFFRACTION,3.4
5KEL,ELECTRON MICROSCOPY,N/A
5KEM,ELECTRON MICROSCOPY,N/A
5KEN,ELECTRON MICROSCOPY,N/A
5KEP,ELECTRON MICROSCOPY,N/A
5KEQ,ELECTRON MICROSCOPY,N/A
5KHE,ELECTRON MICROSCOPY,N/A
5KHF,ELECTRON MICROSCOPY,N/A
5KIP,ELECTRON MICROSCOPY,N/A
5KJR,X-RAY DIFFRACTION,2.98
5KON,X-RAY DIFFRACTION,1.5
5KQX,X-RAY DIFFRACTION,2.4
5KQY,X-RAY DIFFRACTION,1.6
5KQZ,X-RAY DIFFRACTION,1.7
5KR0,X-RAY DIFFRACTION,1.8
5KR1,X-RAY DIFFRACTION,1.6
5KR2,X-RAY DIFFRACTION,1.7
5KTZ,ELECTRON MICROSCOPY,N/A
5KU0,ELECTRON MICROSCOPY,N/A
5KU2,ELECTRON MICROSCOPY,N/A
5KUY,X-RAY DIFFRACTION,2.598
5KV8,X-RAY DIFFRACTION,1.949
5KVD,X-RAY DIFFRACTION,1.65
5KVE,X-RAY DIFFRACTION,1.65
5KVF,X-RAY DIFFRACTION,1.4
5KVG,X-RAY DIFFRACTION,1.14
5KW9,X-RAY DIFFRACTION,2.3
5KWL,ELECTRON MICROSCOPY,N/A
5KWW,X-RAY DIFFRACTION,2.5
5KZP,X-RAY DIFFRACTION,2.26
5L1X,X-RAY DIFFRACTION,3.3
5L1Z,X-RAY DIFFRACTION,5.28
5L35,ELECTRON MICROSCOPY,N/A
5L7O,X-RAY DIFFRACTION,3.6
5L7Q,ELECTRON MICROSCOPY,N/A
5L8Q,ELECTRON MICROSCOPY,N/A
5L93,ELECTRON MICROSCOPY,N/A
5LAC,X-RAY DIFFRACTION,1.94
5LAK,X-RAY DIFFRACTION,2.299
5LBS,X-RAY DIFFRACTION,2.41
5LBV,X-RAY DIFFRACTION,2.2
5LC0,X-RAY DIFFRACTION,2.7
5LCV,X-RAY DIFFRACTION,2.64
5LFE,X-RAY DIFFRACTION,2.27
5LJY,X-RAY DIFFRACTION,3.0
5LK2,X-RAY DIFFRACTION,1.6
5LK7,ELECTRON MICROSCOPY,N/A
5LK8,ELECTRON MICROSCOPY,N/A
5LKC,X-RAY DIFFRACTION,1.76
5LKG,X-RAY DIFFRACTION,1.5
5LKK,X-RAY DIFFRACTION,1.48
5LLJ,X-RAY DIFFRACTION,1.78
5LM7,X-RAY DIFFRACTION,3.35
5LSF,X-RAY DIFFRACTION,2.1
5LTF,X-RAY DIFFRACTION,2.43
5LTN,X-RAY DIFFRACTION,1.88
5LTS,X-RAY DIFFRACTION,2.51
5LVC,ELECTRON MICROSCOPY,N/A
5LW5,X-RAY DIFFRACTION,1.649
5LWA,X-RAY DIFFRACTION,1.653
5LWG,ELECTRON MICROSCOPY,N/A
5LWI,ELECTRON MICROSCOPY,N/A
5LZ3,X-RAY DIFFRACTION,3.0
5LZ6,X-RAY DIFFRACTION,2.6
5M01,X-RAY DIFFRACTION,1.95
5M02,X-RAY DIFFRACTION,1.75
5M0R,ELECTRON MICROSCOPY,N/A
5M1G,SOLUTION NMR,N/A
5M2X,X-RAY DIFFRACTION,4.99
5M2Z,X-RAY DIFFRACTION,4.8
5M3H,X-RAY DIFFRACTION,2.5
5M3J,X-RAY DIFFRACTION,3.5
5M5U,X-RAY DIFFRACTION,2.15
5M5V,X-RAY DIFFRACTION,1.96
5MBV,ELECTRON MICROSCOPY,N/A
5MCY,ELECTRON MICROSCOPY,N/A
5MCZ,ELECTRON MICROSCOPY,N/A
5MD0,ELECTRON MICROSCOPY,N/A
5MD2,ELECTRON MICROSCOPY,N/A
5MDG,ELECTRON MICROSCOPY,N/A
5MDM,X-RAY DIFFRACTION,2.998
5MFD,X-RAY DIFFRACTION,2.1
5MHJ,X-RAY DIFFRACTION,2.117
5MHK,X-RAY DIFFRACTION,2.28
5MLU,X-RAY DIFFRACTION,2.8
5MMA,X-RAY DIFFRACTION,2.55
5MMB,X-RAY DIFFRACTION,2.77
5MNT,X-RAY DIFFRACTION,3.32
5MQC,X-RAY DIFFRACTION,3.4
5MRK,X-RAY DIFFRACTION,1.9
5MS0,ELECTRON MICROSCOPY,N/A
5MS1,ELECTRON MICROSCOPY,N/A
5MSF,X-RAY DIFFRACTION,2.8
5MSG,X-RAY DIFFRACTION,3.8
5MSH,ELECTRON MICROSCOPY,N/A
5MU4,X-RAY DIFFRACTION,1.9
5MUP,ELECTRON MICROSCOPY,N/A
5MUV,ELECTRON MICROSCOPY,N/A
5MUW,ELECTRON MICROSCOPY,2.8
5MV0,X-RAY DIFFRACTION,1.931
5MV1,X-RAY DIFFRACTION,2.2
5MV2,X-RAY DIFFRACTION,2.1
5MV5,ELECTRON MICROSCOPY,N/A
5MV6,ELECTRON MICROSCOPY,N/A
5MZ4,X-RAY DIFFRACTION,3.05
5N09,X-RAY DIFFRACTION,3.9
5N0A,X-RAY DIFFRACTION,3.9
5N2E,X-RAY DIFFRACTION,2.74
5N2G,X-RAY DIFFRACTION,2.78
5N2H,X-RAY DIFFRACTION,2.81
5N2U,X-RAY DIFFRACTION,2.35
5N6B,X-RAY DIFFRACTION,1.71
5N7M,X-RAY DIFFRACTION,1.73
5NCR,X-RAY DIFFRACTION,1.88
5NDD,X-RAY DIFFRACTION,2.8
5NDZ,X-RAY DIFFRACTION,3.59
5NE4,X-RAY DIFFRACTION,2.3
5NED,ELECTRON MICROSCOPY,N/A
5NEJ,ELECTRON MICROSCOPY,N/A
5NEM,ELECTRON MICROSCOPY,N/A
5NER,ELECTRON MICROSCOPY,N/A
5NET,ELECTRON MICROSCOPY,N/A
5NEU,ELECTRON MICROSCOPY,N/A
5NFF,X-RAY DIFFRACTION,2.61
5NJU,X-RAY DIFFRACTION,2.1
5NJV,X-RAY DIFFRACTION,2.0
5NKX,X-RAY DIFFRACTION,1.7
5NME,X-RAY DIFFRACTION,2.94
5NMF,X-RAY DIFFRACTION,2.89
5NMG,X-RAY DIFFRACTION,2.72
5NMH,X-RAY DIFFRACTION,1.55
5NMK,X-RAY DIFFRACTION,1.655
5NNU,X-RAY DIFFRACTION,2.97
5NO1,X-RAY DIFFRACTION,2.6
5NOH,X-RAY DIFFRACTION,1.8
5NOP,X-RAY DIFFRACTION,1.94
5NPH,X-RAY DIFFRACTION,1.7
5NPI,X-RAY DIFFRACTION,2.0
5NPJ,X-RAY DIFFRACTION,1.9
5NPZ,X-RAY DIFFRACTION,1.43
5NQ0,X-RAY DIFFRACTION,1.1
5NQ1,X-RAY DIFFRACTION,2.14
5NQ2,X-RAY DIFFRACTION,1.54
5NQ3,X-RAY DIFFRACTION,1.57
5NT2,X-RAY DIFFRACTION,4.259
5NUH,X-RAY DIFFRACTION,2.78
5NUI,X-RAY DIFFRACTION,2.5
5NUZ,X-RAY DIFFRACTION,1.85
5NWE,X-RAY DIFFRACTION,2.0
5NYZ,X-RAY DIFFRACTION,2.5
5NZ4,X-RAY DIFFRACTION,1.36
5NZE,X-RAY DIFFRACTION,1.69
5NZF,X-RAY DIFFRACTION,1.745
5NZN,X-RAY DIFFRACTION,1.73
5O02,X-RAY DIFFRACTION,1.69
5O03,X-RAY DIFFRACTION,2.19
5O04,X-RAY DIFFRACTION,2.3
5O05,X-RAY DIFFRACTION,2.0
5O2U,X-RAY DIFFRACTION,2.76
5O5B,ELECTRON MICROSCOPY,N/A
5O5P,ELECTRON MICROSCOPY,N/A
5O6A,ELECTRON MICROSCOPY,N/A
5O6V,ELECTRON MICROSCOPY,N/A
5OA3,ELECTRON MICROSCOPY,N/A
5ODV,ELECTRON MICROSCOPY,N/A
5OIX,X-RAY DIFFRACTION,1.61
5OIY,X-RAY DIFFRACTION,2.2
5OMI,X-RAY DIFFRACTION,2.56
5OMM,X-RAY DIFFRACTION,1.65
5OMN,X-RAY DIFFRACTION,2.68
5OOO,X-RAY DIFFRACTION,2.19
5OR7,X-RAY DIFFRACTION,2.046
5OVN,X-RAY DIFFRACTION,2.942
5OW2,X-RAY DIFFRACTION,1.98
5OW6,ELECTRON MICROSCOPY,N/A
5OWX,ELECTRON MICROSCOPY,N/A
5OY9,X-RAY DIFFRACTION,3.6
5OYI,ELECTRON MICROSCOPY,N/A
5OYL,X-RAY DIFFRACTION,2.24
5OYP,ELECTRON MICROSCOPY,N/A
5PZK,X-RAY DIFFRACTION,2.2
5PZL,X-RAY DIFFRACTION,2.06
5PZM,X-RAY DIFFRACTION,2.53
5PZN,X-RAY DIFFRACTION,2.25
5PZO,X-RAY DIFFRACTION,2.8
5PZP,X-RAY DIFFRACTION,2.95
5RHG,X-RAY DIFFRACTION,1.41
5RHH,X-RAY DIFFRACTION,1.59
5RHI,X-RAY DIFFRACTION,1.45
5RHJ,X-RAY DIFFRACTION,1.5
5RHK,X-RAY DIFFRACTION,1.52
5RHL,X-RAY DIFFRACTION,1.43
5RHM,X-RAY DIFFRACTION,1.68
5RHO,X-RAY DIFFRACTION,1.49
5RHP,X-RAY DIFFRACTION,1.61
5RHQ,X-RAY DIFFRACTION,1.49
5RHR,X-RAY DIFFRACTION,1.46
5RHS,X-RAY DIFFRACTION,1.53
5RHT,X-RAY DIFFRACTION,1.63
5RHU,X-RAY DIFFRACTION,1.61
5RHV,X-RAY DIFFRACTION,1.71
5RHW,X-RAY DIFFRACTION,1.62
5RHX,X-RAY DIFFRACTION,1.73
5RHY,X-RAY DIFFRACTION,1.36
5RL6,X-RAY DIFFRACTION,1.92
5RL7,X-RAY DIFFRACTION,1.89
5RL8,X-RAY DIFFRACTION,2.21
5RL9,X-RAY DIFFRACTION,1.79
5RLB,X-RAY DIFFRACTION,1.98
5RLC,X-RAY DIFFRACTION,1.92
5RLD,X-RAY DIFFRACTION,2.23
5RLE,X-RAY DIFFRACTION,2.27
5RLF,X-RAY DIFFRACTION,2.24
5RLG,X-RAY DIFFRACTION,1.96
5RLH,X-RAY DIFFRACTION,2.38
5RLI,X-RAY DIFFRACTION,2.25
5RLJ,X-RAY DIFFRACTION,1.88
5RLK,X-RAY DIFFRACTION,1.95
5RLL,X-RAY DIFFRACTION,2.08
5RLM,X-RAY DIFFRACTION,1.86
5RLN,X-RAY DIFFRACTION,2.15
5RLO,X-RAY DIFFRACTION,2.1
5RLP,X-RAY DIFFRACTION,2.56
5RLQ,X-RAY DIFFRACTION,2.23
5RLR,X-RAY DIFFRACTION,2.32
5RLS,X-RAY DIFFRACTION,2.28
5RLT,X-RAY DIFFRACTION,2.43
5RLU,X-RAY DIFFRACTION,2.35
5RLV,X-RAY DIFFRACTION,2.21
5RLW,X-RAY DIFFRACTION,1.97
5RLY,X-RAY DIFFRACTION,2.43
5RLZ,X-RAY DIFFRACTION,1.97
5RM0,X-RAY DIFFRACTION,1.91
5RM1,X-RAY DIFFRACTION,1.89
5RM2,X-RAY DIFFRACTION,1.82
5RM3,X-RAY DIFFRACTION,2.09
5RM4,X-RAY DIFFRACTION,2.96
5RM5,X-RAY DIFFRACTION,2.06
5RM6,X-RAY DIFFRACTION,2.13
5RM7,X-RAY DIFFRACTION,1.84
5RM8,X-RAY DIFFRACTION,2.14
5RM9,X-RAY DIFFRACTION,2.07
5RMA,X-RAY DIFFRACTION,1.89
5RMB,X-RAY DIFFRACTION,2.2
5RMC,X-RAY DIFFRACTION,2.15
5RMD,X-RAY DIFFRACTION,1.92
5RME,X-RAY DIFFRACTION,2.23
5RMF,X-RAY DIFFRACTION,2.23
5RMG,X-RAY DIFFRACTION,2.11
5RMH,X-RAY DIFFRACTION,2.02
5RMI,X-RAY DIFFRACTION,2.11
5RMJ,X-RAY DIFFRACTION,2.1
5RMK,X-RAY DIFFRACTION,2.08
5RML,X-RAY DIFFRACTION,2.42
5RMM,X-RAY DIFFRACTION,2.2
5ROB,X-RAY DIFFRACTION,1.87
5RS7,X-RAY DIFFRACTION,1.0
5RS8,X-RAY DIFFRACTION,1.01
5RS9,X-RAY DIFFRACTION,1.0
5RSB,X-RAY DIFFRACTION,1.0
5RSC,X-RAY DIFFRACTION,1.01
5RSD,X-RAY DIFFRACTION,1.0
5RSE,X-RAY DIFFRACTION,1.0
5RSF,X-RAY DIFFRACTION,1.0
5RSG,X-RAY DIFFRACTION,1.0
5RSH,X-RAY DIFFRACTION,1.0
5RSI,X-RAY DIFFRACTION,1.01
5RSJ,X-RAY DIFFRACTION,1.0
5RSK,X-RAY DIFFRACTION,1.0
5RSL,X-RAY DIFFRACTION,1.0
5RSM,X-RAY DIFFRACTION,1.02
5RSN,X-RAY DIFFRACTION,1.0
5RSO,X-RAY DIFFRACTION,1.03
5RSP,X-RAY DIFFRACTION,1.02
5RSQ,X-RAY DIFFRACTION,1.0
5RSR,X-RAY DIFFRACTION,1.0
5RSS,X-RAY DIFFRACTION,1.0
5RST,X-RAY DIFFRACTION,1.0
5RSU,X-RAY DIFFRACTION,1.0
5RSV,X-RAY DIFFRACTION,1.03
5RSW,X-RAY DIFFRACTION,1.0
5RSX,X-RAY DIFFRACTION,1.0
5RSY,X-RAY DIFFRACTION,1.04
5RSZ,X-RAY DIFFRACTION,1.02
5RT0,X-RAY DIFFRACTION,1.0
5RT1,X-RAY DIFFRACTION,1.0
5RT2,X-RAY DIFFRACTION,1.0
5RT3,X-RAY DIFFRACTION,1.05
5RT4,X-RAY DIFFRACTION,1.02
5RT5,X-RAY DIFFRACTION,1.0
5RT6,X-RAY DIFFRACTION,1.0
5RT7,X-RAY DIFFRACTION,1.0
5RT8,X-RAY DIFFRACTION,1.0
5RT9,X-RAY DIFFRACTION,1.01
5RTA,X-RAY DIFFRACTION,1.0
5RTB,X-RAY DIFFRACTION,1.04
5RTC,X-RAY DIFFRACTION,1.06
5RTD,X-RAY DIFFRACTION,1.04
5RTE,X-RAY DIFFRACTION,1.0
5RTF,X-RAY DIFFRACTION,1.0
5RTG,X-RAY DIFFRACTION,1.01
5RTH,X-RAY DIFFRACTION,1.0
5RTI,X-RAY DIFFRACTION,1.01
5RTJ,X-RAY DIFFRACTION,1.0
5RTK,X-RAY DIFFRACTION,1.0
5RTL,X-RAY DIFFRACTION,1.0
5RTM,X-RAY DIFFRACTION,1.0
5RTN,X-RAY DIFFRACTION,1.0
5RTO,X-RAY DIFFRACTION,1.0
5RTP,X-RAY DIFFRACTION,1.0
